index;dia;mes;ano; valor ;index;mes;ano;valor
618;20;4;2016; 9.763,02 ;;;;
619;21;4;2016; 8.577,45 ;;;;
620;22;4;2016; 13.961,32 ;;;;
621;23;4;2016; 15.684,41 ;;;;
622;24;4;2016; 12.780,38 ;;;;
623;25;4;2016; 7.272,20 ;;;;
624;26;4;2016; 7.091,55 ;;;;
625;27;4;2016; 6.376,97 ;;;;
626;28;4;2016; 9.871,10 ;;;;
627;29;4;2016; 12.459,51 ;;;;
628;30;4;2016; 20.438,71 ;;;;
629;1;5;2016; 10.118,10 ;;;;
630;2;5;2016; 9.098,65 ;;;;
631;3;5;2016; 8.320,12 ;;;;
632;4;5;2016; 9.082,75 ;;;;
633;5;5;2016; 10.055,88 ;;;;
634;6;5;2016; 13.664,40 ;;;;
635;7;5;2016; 23.684,15 ;;;;
636;8;5;2016; 18.997,17 ;;;;
637;9;5;2016; 8.405,30 ;;;;
638;10;5;2016; 7.537,00 ;;;;
639;11;5;2016; 8.877,31 ;;;;
640;12;5;2016; 8.251,25 ;;;;
641;13;5;2016; 10.735,71 ;;;;
642;14;5;2016; 16.083,91 ;;;;
643;15;5;2016; 14.722,72 ;;;;
644;16;5;2016; 7.583,81 ;;;;
645;17;5;2016; 7.085,92 ;;;;
646;18;5;2016; 7.865,67 ;;;;
647;19;5;2016; 6.559,69 ;;;;
648;20;5;2016; 11.576,88 ;;;;
649;21;5;2016; 15.672,44 ;;;;
650;22;5;2016; 15.232,56 ;;;;
651;23;5;2016; 7.500,95 ;;;;
652;24;5;2016; 7.463,56 ;;;;
653;25;5;2016; 8.260,34 ;;;;
654;26;5;2016; 13.682,41 ;;;;
655;27;5;2016; 11.345,30 ;;;;
656;28;5;2016; 15.076,98 ;;;;
657;29;5;2016; 10.771,30 ;;;;
658;30;5;2016; 7.472,85 ;;;;
659;31;5;2016; 7.695,59 ;;;;
660;1;6;2016; 8.098,98 ;;;;
661;2;6;2016; 10.053,70 ;;;;
662;3;6;2016; 13.595,11 ;;;;
663;4;6;2016; 19.257,61 ;;;;
664;5;6;2016; 15.576,63 ;;;;
665;6;6;2016; 7.233,56 ;;;;
666;7;6;2016; 7.051,90 ;;;;
667;8;6;2016; 8.642,32 ;;;;
668;9;6;2016; 9.472,47 ;;;;
669;10;6;2016; 13.306,95 ;;;;
670;11;6;2016; 18.709,80 ;;;;
671;12;6;2016; 23.001,84 ;;;;
672;13;6;2016; 6.846,05 ;;;;
673;14;6;2016; 6.853,52 ;;;;
674;15;6;2016; 8.377,69 ;;;;
675;16;6;2016; 7.911,56 ;;;;
676;17;6;2016; 10.405,74 ;;;;
677;18;6;2016; 15.866,62 ;;;;
678;19;6;2016; 13.144,60 ;;;;
679;20;6;2016; 7.510,04 ;;;;
680;21;6;2016; 7.434,60 ;;;;
681;22;6;2016; 8.104,93 ;;;;
682;23;6;2016; 8.933,70 ;;;;
683;24;6;2016; 11.286,87 ;;;;
684;25;6;2016; 16.783,05 ;;;;
685;26;6;2016; 14.561,44 ;;;;
686;27;6;2016; 8.343,00 ;;;;
687;28;6;2016; 8.055,33 ;;;;
688;29;6;2016; 7.886,93 ;;;;
689;30;6;2016; 10.122,69 ;;;;
690;1;7;2016; 12.482,40 ;;;;
691;2;7;2016; 16.965,38 ;;;;
692;3;7;2016; 15.570,05 ;;;;
693;4;7;2016; 10.675,00 ;;;;
694;5;7;2016; 9.986,43 ;;;;
695;6;7;2016; 11.746,41 ;;;;
696;7;7;2016; 11.764,73 ;;;;
697;8;7;2016; 14.366,57 ;;;;
698;9;7;2016; 18.583,22 ;;;;
699;10;7;2016; 16.150,09 ;;;;
700;11;7;2016; 10.997,11 ;;;;
701;12;7;2016; 11.305,57 ;;;;
702;13;7;2016; 11.132,50 ;;;;
703;14;7;2016; 11.244,14 ;;;;
704;15;7;2016; 15.221,98 ;;;;
705;16;7;2016; 18.595,65 ;;;;
706;17;7;2016; 17.270,01 ;;;;
707;18;7;2016; 11.195,81 ;;;;
708;19;7;2016; 10.506,80 ;;;;
709;20;7;2016; 10.146,20 ;;;;
710;21;7;2016; 10.168,86 ;;;;
711;22;7;2016; 14.651,09 ;;;;
712;23;7;2016; 17.111,48 ;;;;
713;24;7;2016; 16.136,76 ;;;;
714;25;7;2016; 10.323,67 ;;;;
715;26;7;2016; 10.002,18 ;;;;
716;27;7;2016; 8.984,30 ;;;;
717;28;7;2016; 10.786,49 ;;;;
718;29;7;2016; 13.646,86 ;;;;
719;30;7;2016; 16.934,43 ;;;;
720;31;7;2016; 14.201,99 ;;;;
721;1;8;2016; 8.727,50 ;;;;
722;2;8;2016; 7.275,90 ;;;;
723;3;8;2016; 7.761,30 ;;;;
724;4;8;2016; 7.577,32 ;;;;
725;5;8;2016; 9.727,66 ;;;;
726;6;8;2016; 17.831,45 ;;;;
727;7;8;2016; 12.993,94 ;;;;
728;8;8;2016; 8.046,51 ;;;;
729;9;8;2016; 7.599,50 ;;;;
730;10;8;2016; 8.228,90 ;;;;
731;11;8;2016; 8.685,65 ;;;;
732;12;8;2016; 13.271,10 ;;;;
733;13;8;2016; 16.932,00 ;;;;
734;14;8;2016; 13.552,12 ;;;;
735;15;8;2016; 7.064,30 ;;;;
736;16;8;2016; 7.609,05 ;;;;
737;17;8;2016; 7.166,40 ;;;;
738;18;8;2016; 8.054,61 ;;;;
739;19;8;2016; 10.372,71 ;;;;
740;20;8;2016; 13.896,85 ;;;;
741;21;8;2016; 14.219,81 ;;;;
742;22;8;2016; 7.330,00 ;;;;
743;23;8;2016; 6.782,10 ;;;;
744;24;8;2016; 7.152,50 ;;;;
745;25;8;2016; 7.197,42 ;;;;
746;26;8;2016; 10.312,82 ;;;;
747;27;8;2016; 15.121,56 ;;;;
748;28;8;2016; 13.145,10 ;;;;
749;29;8;2016; 7.054,13 ;;;;
750;30;8;2016; 6.364,00 ;;;;
751;31;8;2016; 6.801,61 ;;;;
752;1;9;2016; 7.490,43 ;;;;
753;2;9;2016; 11.284,96 ;;;;
754;3;9;2016; 18.220,72 ;;;;
755;4;9;2016; 14.492,40 ;;;;
756;5;9;2016; 7.605,47 ;;;;
757;6;9;2016; 9.220,07 ;;;;
758;7;9;2016; 9.287,50 ;;;;
759;8;9;2016; 9.823,25 ;;;;
760;9;9;2016; 13.774,80 ;;;;
761;10;9;2016; 18.107,37 ;;;;
762;11;9;2016; 14.402,70 ;;;;
763;12;9;2016; 9.548,50 ;;;;
764;13;9;2016; 9.726,70 ;;;;
765;14;9;2016; 9.308,75 ;;;;
766;15;9;2016; 9.499,21 ;;;;
767;16;9;2016; 12.073,00 ;;;;
768;17;9;2016; 18.341,55 ;;;;
769;18;9;2016; 14.436,90 ;;;;
770;19;9;2016; 8.283,90 ;;;;
771;20;9;2016; 8.376,82 ;;;;
772;21;9;2016; 7.993,01 ;;;;
773;22;9;2016; 9.636,00 ;;;;
774;23;9;2016; 13.215,10 ;;;;
775;24;9;2016; 20.286,32 ;;;;
776;25;9;2016; 16.019,10 ;;;;
777;26;9;2016; 7.601,10 ;;;;
778;27;9;2016; 7.302,90 ;;;;
779;28;9;2016; 7.900,31 ;;;;
780;29;9;2016; 8.345,65 ;;;;
781;30;9;2016; 11.584,81 ;;;;
782;1;10;2016; 18.071,46 ;;;;
783;2;10;2016; 11.168,60 ;;;;
784;3;10;2016; 8.697,62 ;;;;
785;4;10;2016; 8.356,70 ;;;;
786;5;10;2016; 9.626,10 ;;;;
787;6;10;2016; 9.835,81 ;;;;
788;7;10;2016; 15.208,30 ;;;;
789;8;10;2016; 21.717,23 ;;;;
790;9;10;2016; 17.838,60 ;;;;
791;10;10;2016; 9.954,62 ;;;;
792;11;10;2016; 12.227,51 ;;;;
793;12;10;2016; 25.660,51 ;;;;
794;13;10;2016; 8.706,42 ;;;;
795;14;10;2016; 13.905,80 ;;;;
796;15;10;2016; 19.570,87 ;;;;
797;16;10;2016; 15.371,57 ;;;;
798;17;10;2016; 9.017,71 ;;;;
799;18;10;2016; 8.665,66 ;;;;
800;19;10;2016; 9.616,82 ;;;;
801;20;10;2016; 10.246,90 ;;;;
802;21;10;2016; 12.190,22 ;;;;
803;22;10;2016; 18.768,22 ;;;;
804;23;10;2016; 16.945,66 ;;;;
805;24;10;2016; 6.702,80 ;;;;
806;25;10;2016; 9.258,05 ;;;;
807;26;10;2016; 8.239,53 ;;;;
808;27;10;2016; 8.430,81 ;;;;
809;28;10;2016; 12.841,38 ;;;;
810;29;10;2016; 18.745,40 ;;;;
811;30;10;2016; 13.472,04 ;;;;
812;31;10;2016; 9.099,80 ;;;;
813;1;11;2016; 10.982,70 ;;;;
814;2;11;2016; 9.652,90 ;;;;
815;3;11;2016; 9.616,75 ;;;;
816;4;11;2016; 11.912,30 ;;;;
817;5;11;2016; 19.028,21 ;;;;
818;6;11;2016; 16.293,90 ;;;;
819;7;11;2016; 9.952,90 ;;;;
820;8;11;2016; 11.265,62 ;;;;
821;9;11;2016; 9.542,22 ;;;;
822;10;11;2016; 10.028,20 ;;;;
823;11;11;2016; 13.746,90 ;;;;
824;12;11;2016; 18.474,46 ;;;;
825;13;11;2016; 16.855,20 ;;;;
826;14;11;2016; 12.578,50 ;;;;
827;15;11;2016; 15.295,20 ;;;;
828;16;11;2016; 7.874,21 ;;;;
829;17;11;2016; 10.037,31 ;;;;
830;18;11;2016; 11.546,81 ;;;;
831;19;11;2016; 19.399,00 ;;;;
832;20;11;2016; 18.240,30 ;;;;
833;21;11;2016; 9.988,82 ;;;;
834;22;11;2016; 9.386,92 ;;;;
835;23;11;2016; 10.767,75 ;;;;
836;24;11;2016; 10.210,70 ;;;;
837;25;11;2016; 21.166,40 ;;;;
838;26;11;2016; 22.710,70 ;;;;
839;27;11;2016; 16.650,80 ;;;;
840;28;11;2016; 8.967,10 ;;;;
841;29;11;2016; 8.248,49 ;;;;
842;30;11;2016; 9.776,41 ;;;;
843;1;12;2016; 12.282,59 ;;;;
844;2;12;2016; 14.724,20 ;;;;
845;3;12;2016; 22.232,50 ;;;;
846;4;12;2016; 17.578,30 ;;;;
847;5;12;2016; 9.515,65 ;;;;
848;6;12;2016; 10.574,69 ;;;;
849;7;12;2016; 11.134,63 ;;;;
850;8;12;2016; 12.286,22 ;;;;
851;9;12;2016; 15.970,73 ;;;;
852;10;12;2016; 21.734,11 ;;;;
853;11;12;2016; 19.943,80 ;;;;
854;12;12;2016; 10.580,79 ;;;;
855;13;12;2016; 11.823,05 ;;;;
856;14;12;2016; 12.661,34 ;;;;
857;15;12;2016; 12.260,65 ;;;;
858;16;12;2016; 15.172,15 ;;;;
859;17;12;2016; 25.116,41 ;;;;
860;18;12;2016; 21.228,30 ;;;;
861;19;12;2016; 14.572,65 ;;;;
862;20;12;2016; 15.313,90 ;;;;
863;21;12;2016; 16.285,64 ;;;;
864;22;12;2016; 18.887,10 ;;;;
865;23;12;2016; 21.253,80 ;;;;
866;24;12;2016; 14.937,80 ;;;;
867;25;12;2016; 935,20 ;;;;
868;26;12;2016; 18.414,32 ;;;;
869;27;12;2016; 15.667,71 ;;;;
870;28;12;2016; 17.125,36 ;;;;
871;29;12;2016; 18.422,55 ;;;;
872;30;12;2016; 21.298,00 ;;;;
873;31;12;2016; 16.073,21 ;;;;
874;1;1;2017; 24.882,01 ;;;;
875;2;1;2017; 17.499,70 ;;;;
876;3;1;2017; 13.580,76 ;;;;
877;4;1;2017; 15.042,63 ;;;;
878;5;1;2017; 15.355,37 ;;;;
879;6;1;2017; 19.549,70 ;;;;
880;7;1;2017; 21.519,85 ;;;;
881;8;1;2017; 20.937,80 ;;;;
882;9;1;2017; 12.900,31 ;;;;
883;10;1;2017; 12.172,52 ;;;;
884;11;1;2017; 13.642,27 ;;;;
885;12;1;2017; 12.042,91 ;;;;
886;13;1;2017; 16.045,40 ;;;;
887;14;1;2017; 21.243,81 ;;;;
888;15;1;2017; 17.943,10 ;;;;
889;16;1;2017; 13.574,30 ;;;;
890;17;1;2017; 10.905,30 ;;;;
891;18;1;2017; 13.057,70 ;;;;
892;19;1;2017; 12.839,80 ;;;;
893;20;1;2017; 16.880,06 ;;;;
894;21;1;2017; 20.085,90 ;;;;
895;22;1;2017; 17.430,41 ;;;;
896;23;1;2017; 11.143,02 ;;;;
897;24;1;2017; 9.495,85 ;;;;
898;25;1;2017; 9.970,25 ;;;;
899;26;1;2017; 9.678,60 ;;;;
900;27;1;2017; 13.011,84 ;;;;
901;28;1;2017; 19.263,20 ;;;;
902;29;1;2017; 17.715,40 ;;;;
903;30;1;2017; 9.298,30 ;;;;
904;31;1;2017; 10.518,36 ;;;;
905;1;2;2017; 9.757,80 ;;;;
906;2;2;2017; 10.734,90 ;;;;
907;3;2;2017; 13.321,90 ;;;;
908;4;2;2017; 17.543,11 ;;;;
909;5;2;2017; 18.164,90 ;;;;
910;6;2;2017; 9.719,60 ;;;;
911;7;2;2017; 10.547,60 ;;;;
912;8;2;2017; 10.058,73 ;;;;
913;9;2;2017; 10.544,96 ;;;;
914;10;2;2017; 13.861,80 ;;;;
915;11;2;2017; 18.970,93 ;;;;
916;12;2;2017; 17.011,01 ;;;;
917;13;2;2017; 9.612,50 ;;;;
918;14;2;2017; 9.161,21 ;;;;
919;15;2;2017; 9.246,34 ;;;;
920;16;2;2017; 11.011,57 ;;;;
921;17;2;2017; 13.417,20 ;;;;
922;18;2;2017; 19.111,30 ;;;;
923;19;2;2017; 18.710,80 ;;;;
924;20;2;2017; 9.607,11 ;;;;
925;21;2;2017; 9.602,70 ;;;;
926;22;2;2017; 9.726,51 ;;;;
927;23;2;2017; 10.328,60 ;;;;
928;24;2;2017; 14.579,86 ;;;;
929;25;2;2017; 17.970,30 ;;;;
930;26;2;2017; 12.484,50 ;;;;
931;27;2;2017; 13.729,40 ;;;;
932;28;2;2017; 11.812,41 ;;;;
933;1;3;2017; 14.741,25 ;;;;
934;2;3;2017; 10.944,55 ;;;;
935;3;3;2017; 13.200,95 ;;;;
936;4;3;2017; 20.580,27 ;;;;
937;5;3;2017; 19.765,95 ;;;;
938;6;3;2017; 10.270,40 ;;;;
939;7;3;2017; 10.714,88 ;;;;
940;8;3;2017; 13.261,85 ;;;;
941;9;3;2017; 10.759,90 ;;;;
942;10;3;2017; 14.297,05 ;;;;
943;11;3;2017; 22.988,10 ;;;;
944;12;3;2017; 19.976,31 ;;;;
945;13;3;2017; 10.670,73 ;;;;
946;14;3;2017; 8.851,15 ;;;;
947;15;3;2017; 9.258,75 ;;;;
948;16;3;2017; 11.064,61 ;;;;
949;17;3;2017; 16.397,90 ;;;;
950;18;3;2017; 20.450,41 ;;;;
951;19;3;2017; 13.259,10 ;;;;
952;20;3;2017; 9.864,86 ;;;;
953;21;3;2017; 9.917,54 ;;;;
954;22;3;2017; 10.685,25 ;;;;
955;23;3;2017; 10.477,30 ;;;;
956;24;3;2017; 16.767,70 ;;;;
957;25;3;2017; 19.396,50 ;;;;
958;26;3;2017; 18.072,31 ;;;;
959;27;3;2017; 8.630,91 ;;;;
960;28;3;2017; 8.497,05 ;;;;
961;29;3;2017; 9.426,50 ;;;;
962;30;3;2017; 10.460,51 ;;;;
963;31;3;2017; 14.233,77 ;;;;
964;1;4;2017; 23.977,45 ;;;;
965;2;4;2017; 18.059,62 ;;;;
966;3;4;2017; 11.012,30 ;;;;
967;4;4;2017; 10.312,50 ;;;;
968;5;4;2017; 9.648,96 ;;;;
969;6;4;2017; 11.140,43 ;;;;
970;7;4;2017; 14.801,91 ;;;;
971;8;4;2017; 23.027,21 ;;;;
972;9;4;2017; 21.906,40 ;;;;
973;10;4;2017; 11.775,60 ;;;;
974;11;4;2017; 10.643,61 ;;;;
975;12;4;2017; 11.542,81 ;;;;
976;13;4;2017; 15.626,95 ;;;;
977;14;4;2017; 7.219,76 ;;;;
978;15;4;2017; 23.708,20 ;;;;
979;16;4;2017; 11.499,70 ;;;;
980;17;4;2017; 10.073,20 ;;;;
981;18;4;2017; 8.565,60 ;;;;
982;19;4;2017; 9.803,92 ;;;;
983;20;4;2017; 10.516,95 ;;;;
984;21;4;2017; 19.680,50 ;;;;
985;22;4;2017; 20.202,45 ;;;;
986;23;4;2017; 17.687,60 ;;;;
987;24;4;2017; 8.904,00 ;;;;
988;25;4;2017; 8.776,20 ;;;;
989;26;4;2017; 9.228,82 ;;;;
990;27;4;2017; 10.741,40 ;;;;
991;28;4;2017; 14.362,22 ;;;;
992;29;4;2017; 22.878,50 ;;;;
993;30;4;2017; 21.633,30 ;;;;
994;1;5;2017; 11.116,97 ;;;;
995;2;5;2017; 10.289,07 ;;;;
996;3;5;2017; 9.571,21 ;;;;
997;4;5;2017; 10.894,51 ;;;;
998;5;5;2017; 15.046,10 ;;;;
999;6;5;2017; 21.845,70 ;;;;
1000;7;5;2017; 16.640,21 ;;;;
1001;8;5;2017; 11.015,01 ;;;;
1002;9;5;2017; 8.822,79 ;;;;
1003;10;5;2017; 8.266,34 ;;;;
1004;11;5;2017; 8.641,07 ;;;;
1005;12;5;2017; 12.271,21 ;;;;
1006;13;5;2017; 19.040,06 ;;;;
1007;14;5;2017; 17.904,65 ;;;;
1008;15;5;2017; 7.576,26 ;;;;
1009;16;5;2017; 8.022,40 ;;;;
1010;17;5;2017; 8.591,31 ;;;;
1011;18;5;2017; 8.357,64 ;;;;
1012;19;5;2017; 11.738,91 ;;;;
1013;20;5;2017; 17.828,76 ;;;;
1014;21;5;2017; 15.033,00 ;;;;
1015;22;5;2017; 7.707,72 ;;;;
1016;23;5;2017; 7.612,81 ;;;;
1017;24;5;2017; 7.661,00 ;;;;
1018;25;5;2017; 8.897,90 ;;;;
1019;26;5;2017; 11.730,80 ;;;;
1020;27;5;2017; 15.245,76 ;;;;
1021;28;5;2017; 13.923,05 ;;;;
1022;29;5;2017; 8.350,20 ;;;;
1023;30;5;2017; 8.057,00 ;;;;
1024;31;5;2017; 8.175,60 ;;;;
1025;1;6;2017; 10.102,25 ;;;;
1026;2;6;2017; 11.972,89 ;;;;
1027;3;6;2017; 16.000,20 ;;;;
1028;4;6;2017; 13.287,35 ;;;;
1029;5;6;2017; 7.358,06 ;;;;
1030;6;6;2017; 8.128,32 ;;;;
1031;7;6;2017; 8.673,55 ;;;;
1032;8;6;2017; 7.626,71 ;;;;
1033;9;6;2017; 11.625,40 ;;;;
1034;10;6;2017; 17.748,45 ;;;;
1035;11;6;2017; 16.847,70 ;;;;
1036;12;6;2017; 13.148,30 ;;;;
1037;13;6;2017; 9.145,15 ;;;;
1038;14;6;2017; 8.029,92 ;;;;
1039;15;6;2017; 14.131,45 ;;;;
1040;16;6;2017; 12.812,77 ;;;;
1041;17;6;2017; 16.044,90 ;;;;
1042;18;6;2017; 12.070,90 ;;;;
1043;19;6;2017; 7.717,60 ;;;;
1044;20;6;2017; 8.621,10 ;;;;
1045;21;6;2017; 7.490,60 ;;;;
1046;22;6;2017; 9.086,10 ;;;;
1047;23;6;2017; 11.811,60 ;;;;
1048;24;6;2017; 17.451,01 ;;;;
1049;25;6;2017; 15.169,22 ;;;;
1050;26;6;2017; 7.839,73 ;;;;
1051;27;6;2017; 8.684,53 ;;;;
1052;28;6;2017; 8.950,50 ;;;;
1053;29;6;2017; 9.678,41 ;;;;
1054;30;6;2017; 12.957,71 ;;;;
1055;1;7;2017; 15.168,25 ;;;;
1056;2;7;2017; 15.318,52 ;;;;
1057;3;7;2017; 11.627,50 ;;;;
1058;4;7;2017; 10.723,45 ;;;;
1059;5;7;2017; 10.915,43 ;;;;
1060;6;7;2017; 12.074,68 ;;;;
1061;7;7;2017; 14.752,00 ;;;;
1062;8;7;2017; 17.102,75 ;;;;
1063;9;7;2017; 15.975,50 ;;;;
1064;10;7;2017; 12.148,34 ;;;;
1065;11;7;2017; 9.955,23 ;;;;
1066;12;7;2017; 10.925,30 ;;;;
1067;13;7;2017; 10.955,10 ;;;;
1068;14;7;2017; 13.497,40 ;;;;
1069;15;7;2017; 16.522,70 ;;;;
1070;16;7;2017; 15.429,40 ;;;;
1071;17;7;2017; 10.614,82 ;;;;
1072;18;7;2017; 9.995,30 ;;;;
1073;19;7;2017; 10.991,80 ;;;;
1074;20;7;2017; 13.944,70 ;;;;
1075;21;7;2017; 15.998,74 ;;;;
1076;22;7;2017; 16.789,10 ;;;;
1077;23;7;2017; 13.994,41 ;;;;
1078;24;7;2017; 10.951,50 ;;;;
1079;25;7;2017; 11.241,30 ;;;;
1080;26;7;2017; 10.622,25 ;;;;
1081;27;7;2017; 11.787,30 ;;;;
1082;28;7;2017; 15.131,30 ;;;;
1083;29;7;2017; 16.599,20 ;;;;
1084;30;7;2017; 14.835,40 ;;;;
1085;31;7;2017; 10.593,50 ;;;;
1086;1;8;2017; 9.494,40 ;;;;
1087;2;8;2017; 8.981,70 ;;;;
1088;3;8;2017; 10.097,01 ;;;;
1089;4;8;2017; 12.203,00 ;;;;
1090;5;8;2017; 15.654,30 ;;;;
1091;6;8;2017; 14.213,95 ;;;;
1092;7;8;2017; 8.923,80 ;;;;
1093;8;8;2017; 8.920,50 ;;;;
1094;9;8;2017; 9.365,42 ;;;;
1095;10;8;2017; 9.601,50 ;;;;
1096;11;8;2017; 13.431,61 ;;;;
1097;12;8;2017; 15.735,55 ;;;;
1098;13;8;2017; 14.108,91 ;;;;
1099;14;8;2017; 9.685,80 ;;;;
1100;15;8;2017; 8.161,40 ;;;;
1101;16;8;2017; 8.608,02 ;;;;
1102;17;8;2017; 8.423,70 ;;;;
1103;18;8;2017; 11.709,41 ;;;;
1104;19;8;2017; 16.043,30 ;;;;
1105;20;8;2017; 13.655,20 ;;;;
1106;21;8;2017; 7.954,70 ;;;;
1107;22;8;2017; 8.421,50 ;;;;
1108;23;8;2017; 8.543,40 ;;;;
1109;24;8;2017; 8.421,90 ;;;;
1110;25;8;2017; 11.111,90 ;;;;
1111;26;8;2017; 14.778,12 ;;;;
1112;27;8;2017; 13.666,30 ;;;;
1113;28;8;2017; 8.139,25 ;;;;
1114;29;8;2017; 7.338,52 ;;;;
1115;30;8;2017; 7.977,20 ;;;;
1116;31;8;2017; 8.170,92 ;;;;
1117;1;9;2017; 12.485,52 ;;;;
1118;2;9;2017; 17.057,20 ;;;;
1119;3;9;2017; 13.595,50 ;;;;
1120;4;9;2017; 7.614,00 ;;;;
1121;5;9;2017; 8.235,00 ;;;;
1122;6;9;2017; 9.850,80 ;;;;
1123;7;9;2017; 8.182,90 ;;;;
1124;8;9;2017; 14.050,31 ;;;;
1125;9;9;2017; 18.119,50 ;;;;
1126;10;9;2017; 15.294,70 ;;;;
1127;11;9;2017; 8.015,80 ;;;;
1128;12;9;2017; 8.766,95 ;;;;
1129;13;9;2017; 8.107,40 ;;;;
1130;14;9;2017; 8.680,93 ;;;;
1131;15;9;2017; 11.022,40 ;;;;
1132;16;9;2017; 16.030,70 ;;;;
1133;17;9;2017; 14.668,40 ;;;;
1134;18;9;2017; 7.953,20 ;;;;
1135;19;9;2017; 7.789,81 ;;;;
1136;20;9;2017; 8.216,10 ;;;;
1137;21;9;2017; 8.182,90 ;;;;
1138;22;9;2017; 11.073,55 ;;;;
1139;23;9;2017; 15.341,81 ;;;;
1140;24;9;2017; 12.359,00 ;;;;
1141;25;9;2017; 5.078,41 ;;;;
1142;26;9;2017; 8.303,01 ;;;;
1143;27;9;2017; 7.352,66 ;;;;
1144;28;9;2017; 8.857,72 ;;;;
1145;29;9;2017; 11.056,15 ;;;;
1146;30;9;2017; 19.105,54 ;;;;
1147;1;10;2017; 16.243,80 ;;;;
1148;2;10;2017; 8.949,41 ;;;;
1149;3;10;2017; 7.396,40 ;;;;
1150;4;10;2017; 8.255,30 ;;;;
1151;5;10;2017; 9.429,23 ;;;;
1152;6;10;2017; 13.369,30 ;;;;
1153;7;10;2017; 17.041,40 ;;;;
1154;8;10;2017; 16.020,50 ;;;;
1155;9;10;2017; 9.257,41 ;;;;
1156;10;10;2017; 7.914,91 ;;;;
1157;11;10;2017; 11.390,60 ;;;;
1158;12;10;2017; 17.720,40 ;;;;
1159;13;10;2017; 12.288,10 ;;;;
1160;14;10;2017; 15.625,40 ;;;;
1161;15;10;2017; 14.467,80 ;;;;
1162;16;10;2017; 7.529,50 ;;;;
1163;17;10;2017; 7.423,70 ;;;;
1164;18;10;2017; 7.336,00 ;;;;
1165;19;10;2017; 8.089,40 ;;;;
1166;20;10;2017; 11.542,70 ;;;;
1167;21;10;2017; 17.156,21 ;;;;
1168;22;10;2017; 13.806,90 ;;;;
1169;23;10;2017; 8.014,60 ;;;;
1170;24;10;2017; 7.316,20 ;;;;
1171;25;10;2017; 7.978,70 ;;;;
1172;26;10;2017; 8.122,30 ;;;;
1173;27;10;2017; 10.242,20 ;;;;
1174;28;10;2017; 15.454,80 ;;;;
1175;29;10;2017; 14.611,30 ;;;;
1176;30;10;2017; 7.760,90 ;;;;
1177;31;10;2017; 7.044,90 ;;;;
1178;1;11;2017; 9.383,03 ;;;;
1179;2;11;2017; 7.648,80 ;;;;
1180;3;11;2017; 13.293,61 ;;;;
1181;4;11;2017; 16.939,50 ;;;;
1182;5;11;2017; 13.039,05 ;;;;
1183;6;11;2017; 8.732,65 ;;;;
1184;7;11;2017; 8.735,30 ;;;;
1185;8;11;2017; 9.567,34 ;;;;
1186;9;11;2017; 9.526,30 ;;;;
1187;10;11;2017; 10.803,96 ;;;;
1188;11;11;2017; 17.069,45 ;;;;
1189;12;11;2017; 14.418,10 ;;;;
1190;13;11;2017; 8.113,60 ;;;;
1191;14;11;2017; 10.389,85 ;;;;
1192;15;11;2017; 14.294,80 ;;;;
1193;16;11;2017; 8.895,62 ;;;;
1194;17;11;2017; 13.234,40 ;;;;
1195;18;11;2017; 19.569,38 ;;;;
1196;19;11;2017; 16.006,00 ;;;;
1197;20;11;2017; 10.007,91 ;;;;
1198;21;11;2017; 9.409,70 ;;;;
1199;22;11;2017; 8.830,60 ;;;;
1200;23;11;2017; 9.889,20 ;;;;
1201;24;11;2017; 20.119,91 ;;;;
1202;25;11;2017; 20.166,20 ;;;;
1203;26;11;2017; 20.116,10 ;;;;
1204;27;11;2017; 9.697,60 ;;;;
1205;28;11;2017; 8.459,61 ;;;;
1206;29;11;2017; 9.496,71 ;;;;
1207;30;11;2017; 10.349,31 ;;;;
1208;1;12;2017; 14.607,70 ;;;;
1209;2;12;2017; 23.103,85 ;;;;
1210;3;12;2017; 19.763,41 ;;;;
1211;4;12;2017; 11.250,85 ;;;;
1212;5;12;2017; 11.936,50 ;;;;
1213;6;12;2017; 11.488,22 ;;;;
1214;7;12;2017; 12.946,15 ;;;;
1215;8;12;2017; 16.860,20 ;;;;
1216;9;12;2017; 22.862,45 ;;;;
1217;10;12;2017; 20.335,11 ;;;;
1218;11;12;2017; 13.162,00 ;;;;
1219;12;12;2017; 11.586,60 ;;;;
1220;13;12;2017; 13.008,10 ;;;;
1221;14;12;2017; 13.251,77 ;;;;
1222;15;12;2017; 16.432,81 ;;;;
1223;16;12;2017; 21.095,97 ;;;;
1224;17;12;2017; 20.949,95 ;;;;
1225;18;12;2017; 14.204,25 ;;;;
1226;19;12;2017; 13.293,07 ;;;;
1227;20;12;2017; 16.495,00 ;;;;
1228;21;12;2017; 17.241,00 ;;;;
1229;22;12;2017; 19.359,45 ;;;;
1230;23;12;2017; 22.602,25 ;;;;
1231;24;12;2017; 13.170,92 ;;;;
1232;26;12;2017; 16.763,40 ;;;;
1233;27;12;2017; 15.681,24 ;;;;
1234;28;12;2017; 19.331,20 ;;;;
1235;29;12;2017; 19.494,75 ;;;;
1236;30;12;2017; 23.106,70 ;;;;
1237;31;12;2017; 18.458,55 ;;;;
1238;1;1;2018; 22.429,40 ;;;;
1239;2;1;2018; 15.175,00 ;;;;
1240;3;1;2018; 14.527,61 ;;;;
1241;4;1;2018; 14.138,85 ;;;;
